Component#1,Component#2,Smiles#1,Smiles#2,X#1 (molar fraction),"Tmelt, K"
tetraethylazanium;bromide,butanedioic acid,CC[N+](CC)(CC)CC.[Br-],O=C(O)CCC(=O)O,0.5,349.3
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],0.7553,349.2955
[N1111]Cl,ibuprofen,C[N+](C)(C)C.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.023303427,349.1
2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)C(=O)O,0.55,349
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.6,348.98
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.4907,348.9236
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.489,348.85
methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCC(O)CO,0.5,348.75
2-hydroxyethyl(trimethyl)azanium;chloride,"ethane-1,2-diol",C[N+](C)(C)CCO.[Cl-],OCCO,0.549,348.678
ChCl,ketoprofen,C[N+](C)(C)CCO.[Cl-],CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.3099465,348.64
2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccc(C(C)C)c(O)c1,0.5,348.6
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",urea,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,NC(N)=O,0.148,348.529
[N5555]Br,erythritol,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C([C@H]([C@H](CO)O)O)O,0.589232686,348.38
2-hydroxyethyl(trimethyl)azanium;chloride,2-methylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccccc1O,0.454,348.3
Dimethylurea,Mannose,CNC(=O)NC,C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,0.826719984,348.15
2-(trimethylazaniumyl)acetate,benzoic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1,0.333,347.98
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)C(O)[C@@H](O)CO,0.103,347.86
tetraethylazanium;bromide,hexanedioic acid,CC[N+](CC)(CC)CC.[Br-],O=C(O)CCCCC(=O)O,0.49,347.86
2-(trimethylazaniumyl)acetate,2-hydroxybenzoic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1O,0.298,347.8
tetramethylazanium;chloride,decanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,0.31,347.75
tetrapentylazanium;bromide,heptanedioic acid,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,0.71,347.701
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.577,347.458
L-carnitine,Urea,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,C(=O)(N)N,0.198955793,347.15
pyridine-3-carboxamide,2-hydroxyacetic acid,NC(=O)c1cccnc1,O=C(O)CO,0.701,346.798
tetrapropylazanium;chloride,decanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,0.5,346.25
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.5,346.25
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,c1cnc2c(c1)ccc1cccnc12,Cc1ccc(C(C)C)c(O)c1,0.6334,346.2397
betaine,salicylic acid,C[N+](C)(C)CC(=O)[O-],C1=CC=C(C(=C1)C(=O)O)O,0.289363361,345.92
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)C(=O)O,0.451,345.92
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",urea,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,NC(N)=O,0.6,345.588
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CO,0.05,345.42
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.201,345.38
"1,10-phenanthroline","2,6-ditert-butyl-4-methylphenol",c1cnc2c(c1)ccc1cccnc12,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.7974,345.0826
2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCC(=O)O,0.55,345
trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],0.7147,344.9318
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",4-oxopentanoic acid,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,CC(=O)CCC(=O)O,0.596,344.928
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.587,344.82
2-(trimethylazaniumyl)acetate,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CC(=O)[O-],OC[C@@H](O)C(O)[C@@H](O)CO,0.25,344.76
2-hydroxyethyl(trimethyl)azanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.111,344.52
tetrapentylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],OC[C@@H](O)[C@@H](O)CO,0.588,344.5
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.508,344.22
2-(trimethylazaniumyl)acetate,octadecan-1-ol,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCCO,0.399,344.2
Dimethylurea,Fructose,CNC(=O)NC,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,0.467038237,344.15
Choline chloride,Succinic acid,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)C(=O)O,0.5,344.15
lithium;bis(trifluoromethylsulfonyl)azanide,N-methylacetamide,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],CNC(C)=O,0.4,343.973
2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCCCCCCCCCCCC(=O)O,0.9029,343.91
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.497,343.85
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.192,343.75
[N3333]Br,erythritol,CCC[N+](CCC)(CCC)CCC.[Br-],C([C@H]([C@H](CO)O)O)O,0.455889315,343.74
2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.686,343.55
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.485,343.3
tetramethylazanium;chloride,octadecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.102,343.25
Choline chloride,"1,3-Dimethyl urea",C[N+](C)(C)CCO.[Cl-],CNC(=O)NC,0.333333333,343.15
dichlorotin,2-chloroethyl(trimethyl)azanium;chloride,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCCl.[Cl-],0.666667,343.15
Pyrazole,Isomaltose,C1=CNN=C1,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,0.834104976,343.15
4-Methylimidazole,Isomaltose,CC1=CN=CN1,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,0.906789282,343.15
4-Methylimidazole,Sucrose,CC1=CN=CN1,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,0.862144236,343.15
2-(trimethylazaniumyl)acetate,octadecanoic acid,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,0.1,343
2-hydroxyethyl(trimethyl)azanium;chloride,butanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCC(=O)O,0.5,343
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.552,342.85
trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],0.1792,342.75
tetramethylazanium;chloride,octadecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.195,342.65
2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,0.753,342.637
tetraethylazanium;chloride,octadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.103,342.52
2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,0.45,342.483
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.108,342.45
tetrapropylazanium;chloride,octadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.11,342.43
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,3R)-butane-1,2,3,4-tetrol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)CO,0.394,342.377
tetraethylazanium;chloride,octadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.117,342.25
ethanamine;hydrochloride,urea,[Cl-].CC[NH3+],NC(N)=O,0.249,342.193
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.315,342.188
Choline chloride,Thiourea,C[N+](C)(C)CCO.[Cl-],C(=S)(N)N,0.333333333,342.15
2-hydroxyethyl(trimethyl)azanium;chloride,thiourea,C[N+](C)(C)CCO.[Cl-],NC(N)=S,0.3333,342.15
Choline chloride,Citric acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.5,342.15
2-hydroxyethyl(trimethyl)azanium;chloride,1H-imidazole,C[N+](C)(C)CCO.[Cl-],c1c[nH]cn1,0.1,341.9881
2-hydroxyethyl(trimethyl)azanium;chloride,urea,C[N+](C)(C)CCO.[Cl-],NC(N)=O,0.227,341.785
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.189,341.72
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5R)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC1OC[C@@H](O)[C@H](O)[C@H]1O,0.399,341.72
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)C(O)[C@@H](O)CO,0.182,341.634
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dihydroxybutanedioic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)C(O)C(O)C(=O)O,0.55,341.62
octadecanoic acid,hexadecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.8996,341.61
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S)-oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC1OC[C@H](O)[C@H](O)[C@H]1O,0.394,341.52
octadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.8997,341.47
tetraethylazanium;chloride,tetradecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.464,341.4
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.599,341.25
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,0.5,341.15
5-methyl-2-propan-2-ylphenol,octadecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,0.1,341.05
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.25,341.02
2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,0.102,340.979
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.1,340.88
tetramethylazanium;chloride,octadecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,0.507,340.7
tetrapropylazanium;bromide,"(2S,3R)-butane-1,2,3,4-tetrol",CCC[N+](CCC)(CCC)CCC.[Br-],OC[C@@H](O)[C@@H](O)CO,0.6,340.6914
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.297,340.68
octadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.8987,340.66
2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,0.286,340.65
2-[4-(2-methylpropyl)phenyl]propanoic acid,hexadecanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCCCCCCCCCCCC(=O)O,0.8065,340.64
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybenzoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1O,0.496,340.6
[N2222]Br,succinic acid,CC[N+](CC)(CC)CC.[Br-],C(CC(=O)O)C(=O)O,0.500172891,340.42
betaine,octadecanoic acid,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)O,0.18011772,340.4
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",C[N+](C)(C)CCO.[Cl-],CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,0.395,340.4
tetrapropylazanium;chloride,octadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.1,340.25
2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccc(C(C)C)c(O)c1,0.333333,340.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)/C=C/c1ccc(O)c(O)c1,0.6667,340.15
Choline tetrafluoroborate,Urea,[B-](F)(F)(F)F.C[N+](C)(C)CCO,C(=O)(N)N,0.333333333,340.15
Choline chloride,P-Coumaric acid,C[N+](C)(C)CCO.[Cl-],C1=CC(=CC=C1/C=C/C(=O)O)O,0.666666667,340.15
Choline chloride,Caffeic acid,C[N+](C)(C)CCO.[Cl-],C1=CC(=C(C=C1/C=C/C(=O)O)O)O,0.666666667,340.15
2-hydroxyethyl(trimethyl)azanium;chloride,(E)-3-(4-hydroxyphenyl)prop-2-enoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)/C=C/c1ccc(O)cc1,0.67,340.15
2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,0.199,340.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C[N+](C)(C)CCO.[Cl-],O=C(O)/C=C/c1ccc(O)c(O)c1,0.67,340.15
"5-[(2-chlorophenyl)methyl]-6,7-dihydro-4H-thieno[3,2-c]pyridine;hydrochloride","propane-1,2,3-triol",[Cl-].Clc1ccccc1C[NH+]1CCc2sccc2C1,OCC(O)CO,0.33,340.15
pyridine-3-carboxamide,2-hydroxyacetic acid,NC(=O)c1cccnc1,O=C(O)CO,0.6057,340.1478
tetrabutylazanium;chloride,octadecanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.099,339.9
tetrapropylazanium;chloride,octadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.202,339.86
chromium(3+);trichloride;hexahydrate,urea,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],NC(N)=O,0.199,339.833
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",C[N+](C)(C)CCO.[Cl-],Cc1cccc(O)c1C,0.1,339.8
octadecanoic acid,hexadecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.8,339.79
2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,C[N+](C)(C)CCO.[Cl-],CC(=O)Nc1ccc(O)cc1,0.597,339.62
ChCl,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.3890023,339.6
2-hydroxyethyl(trimethyl)azanium;chloride,octadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.386,339.55
coumarin,paracetamol,C1=CC=C2C(=C1)C=CC(=O)O2,CC(=O)NC1=CC=C(C=C1)O,0.900763847,339.52
2-hydroxyethyl(trimethyl)azanium;chloride,octadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCCCO,0.6,339.48
ChCl,citric acid,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(CC(=O)O)(C(=O)O)O,0.685441947,339.48
tetraethylazanium;chloride,octadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.189,339.45
tetramethylazanium;chloride,octadecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.314,339.45
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)C(O)[C@@H](O)CO,0.3,339.43
octadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.8006,339.38
5-methyl-2-propan-2-ylphenol,octadecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCCCC(=O)O,0.2,339.37
[N1111]Cl,octadecanol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,0.504929274,339.27
tetrabutylazanium;bromide,1H-imidazole,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],c1c[nH]cn1,0.5,339.1637
tetrapropylazanium;chloride,octadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCCCC(=O)O,0.201,339.05
zinc;dichloride,ethyl(triphenyl)phosphanium;bromide,[Cl-].[Cl-].[Zn+2],CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],0.75,338.98
[N4444]Cl,paracetamol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CC(=O)NC1=CC=C(C=C1)O,0.905242445,338.9
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.449,338.85
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octadecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCC(=O)O,0.2,338.68
2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCCCCCCCC(=O)O,0.8994,338.64
octadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.8011,338.62
2-hydroxyethyl(trimethyl)azanium;chloride,2-[4-(2-methylpropyl)phenyl]propanoic acid,C[N+](C)(C)CCO.[Cl-],CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.229,338.62
2-hydroxyethyl(trimethyl)azanium;chloride,1H-imidazole,C[N+](C)(C)CCO.[Cl-],c1c[nH]cn1,0.2,338.546
tetrapentylazanium;bromide,heptanedioic acid,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],O=C(O)CCCCCC(=O)O,0.388,338.506
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxybutanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)C(=O)O,0.5,338.42
trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],0.6716,338.3864
Urea,Fructose,C(=O)(N)N,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,0.666656799,338.15
trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],0.6667,338.15
[N2222]Br,pimelic acid,CC[N+](CC)(CC)CC.[Br-],C(CCC(=O)O)CCC(=O)O,0.453123682,338.05
2-hydroxyethyl(trimethyl)azanium;chloride,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CCO.[Cl-],Cc1ccc(C(C)C)c(O)c1,0.4,337.9
ChCl,mannose,C[N+](C)(C)CCO.[Cl-],C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,0.517059928,337.84
zinc;dichloride,urea,[Cl-].[Cl-].[Zn+2],NC(N)=O,0.1641,337.8167
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CO,0.1,337.62
chromium(3+);trichloride;hexahydrate,urea,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],NC(N)=O,0.198,337.5785
octadecanoic acid,hexadecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,0.7001,337.49
2-(trimethylazaniumyl)acetate,benzoic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)c1ccccc1,0.5,337.35
tetrabutylazanium;chloride,hexadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCO,0.898,337.3
zinc;dichloride,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCO.[Cl-],0.5091,337.2955
octadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.7001,337.16
betaine,octadecanol,C[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCCCCCCCCO,0.372470408,336.95
2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,0.672,336.834
methyl(triphenyl)phosphanium;bromide,"2,2,2-trifluoroacetamide",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],NC(=O)C(F)(F)F,0.5,336.8
ChCl,aspirin,C[N+](C)(C)CCO.[Cl-],CC(=O)OC1=CC=CC=C1C(=O)O,0.277121693,336.79
octadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.7033,336.62
tetraethylazanium;chloride,tetradecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.4,336.52
tetramethylazanium;chloride,octadecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCCCCCO,0.409,336.5
tetrabutylazanium;chloride,octadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,0.899,336.5
ChCl,lidocaine,C[N+](C)(C)CCO.[Cl-],CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.494867592,336.46
tetrapropylazanium;chloride,hexadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.099,336.45
tetraethylazanium;chloride,tetradecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.39,336.25
trichloroiron,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Fe+3].[Cl-].[Cl-],C[N+](C)(C)CCO.[Cl-],0.2655,336.2045
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.566,335.938
tetraethylazanium;chloride,hexadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.1,335.79
